,access,bridge,geometry,highway,junction,key,lanes,length,maxspeed,name,oneway,osmid,ref,service,tunnel,u,v,width,poi,crime,poi_std,crime_std,trees,greenness_std
4648,,,"LINESTRING (698078.1251842066 5712464.495293866, 698113.1070225572 5712466.35153845)",tertiary,,0,,34.917,20 mph,Robert Street,False,24417542,,,,265111477,362575111,,0,0,0.0,0.0,3,0.1674197324508756
4649,,,"LINESTRING (698078.1251842066 5712464.495293866, 698077.5073137865 5712473.913838007)",primary,,0,,9.433,20 mph,Albany Street,False,26785612,A4201,,,265111477,294158420,,0,0,0.0,0.0,2,0.2026224254050164
4650,,,"LINESTRING (698078.1251842066 5712464.495293866, 698080.3921338895 5712413.562208853, 698082.2223010923 5712373.279617328)",primary,,0,,91.248,20 mph,Albany Street,False,26785612,A4201,,,265111477,106201,,0,0,0.0,0.0,6,0.18600949571609146
4651,,,"LINESTRING (698120.7664250175 5712046.718919914, 698124.6750986811 5712046.236874377)",primary,,0,,3.926,30 mph,Osnaburgh Terrace,False,207528646,A4201,,,265111487,6311803565,,0,0,0.0,0.0,0,0.0
4652,,,"LINESTRING (698120.7664250175 5712046.718919914, 698116.9955341365 5712048.119438132, 698112.2024751923 5712050.081339966, 698108.6829350459 5712052.516121244)",primary,,0,,13.446,20 mph,Osnaburgh Terrace,False,4257246,A4201,,,265111487,2177844432,,0,0,0.0,0.0,0,0.0
4653,,,"LINESTRING (698120.7664250175 5712046.718919914, 698117.7867705388 5712046.001242436, 698113.0498335384 5712044.92541924, 698108.240196201 5712041.976043721)",primary,,0,,13.524000000000001,30 mph,Osnaburgh Terrace,False,207528647,A4201,,,265111487,2177844443,,0,0,0.0,0.0,0,0.0
4654,,,"LINESTRING (699553.1039781851 5711866.626223573, 699559.0832023422 5711869.144192498)",secondary,,0,,6.469,20 mph,Guilford Street,False,2876710,B502,,,107857,25475739,,0,43,0.0,0.4107389590131171,2,0.2363007151219855
4655,,,"LINESTRING (699553.1039781851 5711866.626223573, 699517.6486181542 5711852.670896073, 699494.0043628376 5711843.434012262)",secondary,,0,,63.29900000000001,20 mph,Guilford Street,False,2876710,B502,,,107857,12689153,,0,43,0.0,0.19836416143127936,5,0.1861219544200152
4656,,,"LINESTRING (699553.1039781851 5711866.626223573, 699559.3884659634 5711853.967485161, 699559.9711910968 5711848.689947518, 699557.9775783528 5711844.803209029, 699554.1785073258 5711841.958992491, 699551.2011885183 5711840.828552059)",service,,0,,31.695000000000004,,,False,100009526,,,,107857,1156288959,,0,43,0.0,0.2368354786944849,2,0.13625294546256395
4657,,,"LINESTRING (699582.4202973597 5711800.900158875, 699574.6986472761 5711814.7717748)",residential,,0,,15.857,20 mph,Queen Square,False,26789063,,,,107858,13491061,,0,0,0.0,0.0,4,0.2464182181893899
4658,,,"LINESTRING (699582.4202973597 5711800.900158875, 699605.3202782507 5711761.435214843)",residential,,0,,45.572,20 mph,Queen Square,False,26789063,,,,107858,1110129873,,0,0,0.0,0.0,7,0.2341442665208973
4659,,,"LINESTRING (699582.4202973597 5711800.900158875, 699586.7893867999 5711802.675549712, 699592.1949893222 5711805.649808969)",footway,,0,,10.855,,,False,95779562,,,,107858,1110129865,,0,0,0.0,0.0,5,0.31338673509299303
4660,,,"LINESTRING (699651.1542597897 5711684.667189623, 699688.4567864784 5711708.194625139)",unclassified,,0,,43.987,20 mph,Queen Square,False,2915985,,,,107860,11767207,,0,0,0.0,0.0,0,0.0
4661,,,"LINESTRING (699651.1542597897 5711684.667189623, 699636.6329864544 5711708.382113451)",residential,,0,,27.772,20 mph,Queen Square,False,26789063,,,,107860,11767208,,0,0,0.0,0.0,4,0.2072016571205377
4662,,,"LINESTRING (699651.1542597897 5711684.667189623, 699681.924206862 5711635.189700218)",unclassified,,0,,58.19,20 mph,Old Gloucester Street,False,26789076,,,,107860,25472875,,4,12,0.1342199744949488,0.13718038382810951,2,0.11643545602521613
4663,,,"LINESTRING (699612.2649518902 5712352.487778707, 699688.6334222537 5712376.53981318)",residential,,0,,79.82,20 mph,Regent Square,False,495298306,,,,107872,107875,,0,0,0.0,0.0,4,0.15847865042263112
4664,,,"LINESTRING (699612.2649518902 5712352.487778707, 699621.3306687794 5712351.396957526, 699631.1968304558 5712349.558175346)",footway,,0,,19.107,,,False,74863705,,,,107872,884208384,,0,0,0.0,0.0,3,0.19978398961193125
4665,,,"LINESTRING (699612.2649518902 5712352.487778707, 699629.144016536 5712309.768392293, 699629.8773224378 5712307.726061144, 699631.1715360028 5712304.492042919)",residential,,0,,51.538,20 mph,Regent Square,False,"[303559642, 495298307]",,,,107872,107873,,0,0,0.0,0.0,2,0.11993938838070516
4666,,,"LINESTRING (699631.1715360028 5712304.492042919, 699709.102124704 5712331.578990267)",tertiary,,0,,82.253,20 mph,Regent Square,False,17926243,,,,107873,107876,,0,23,0.0,0.15685825282318305,2,0.10745290316786496
4667,,,"LINESTRING (699631.1715360028 5712304.492042919, 699608.2374072184 5712295.449452803)",tertiary,,0,,24.579,20 mph,Tavistock Place,False,74863209,,,,107873,5118310122,,0,0,0.0,0.0,1,0.0924749482403149
4668,,,"LINESTRING (699631.1715360028 5712304.492042919, 699637.197039048 5712310.408272892, 699642.9062838156 5712312.358980299)",footway,,0,,14.442,,,False,74863701,,,,107873,884208379,,0,0,0.0,0.0,1,0.10952601237111877
4669,,,"LINESTRING (699631.1715360028 5712304.492042919, 699629.8773224378 5712307.726061144, 699629.144016536 5712309.768392293, 699612.2649518902 5712352.487778707)",residential,,0,,51.538,20 mph,Regent Square,False,"[303559642, 495298307]",,,,107873,107872,,0,0,0.0,0.0,2,0.11993938838070516
4670,,,"LINESTRING (699688.6334222537 5712376.53981318, 699612.2649518902 5712352.487778707)",residential,,0,,79.82,20 mph,Regent Square,False,495298306,,,,107875,107872,,0,0,0.0,0.0,4,0.15847865042263112
4671,,,"LINESTRING (699688.6334222537 5712376.53981318, 699680.7005553478 5712369.145355708, 699679.7427700055 5712366.479683054)",footway,,0,,13.651,,,False,74863704,,,,107875,884208385,,0,0,0.0,0.0,2,0.17699488548647188
4672,,,"LINESTRING (699688.6334222537 5712376.53981318, 699706.2657593456 5712337.814521994, 699709.102124704 5712331.578990267)",residential,,0,,49.349999999999994,20 mph,Regent Square,False,"[3098816, 495298305]",,,,107875,107876,,0,0,0.0,0.0,2,0.1212412498940022
4673,,,"LINESTRING (699709.102124704 5712331.578990267, 699631.1715360028 5712304.492042919)",tertiary,,0,,82.253,20 mph,Regent Square,False,17926243,,,,107876,107873,,0,23,0.0,0.15685825282318305,2,0.10745290316786496
4674,,,"LINESTRING (699709.102124704 5712331.578990267, 699706.2657593456 5712337.814521994, 699688.6334222537 5712376.53981318)",residential,,0,,49.349999999999994,20 mph,Regent Square,False,"[3098816, 495298305]",,,,107876,107875,,0,0,0.0,0.0,2,0.1212412498940022
4675,,,"LINESTRING (699709.102124704 5712331.578990267, 699699.3796594281 5712331.53025599, 699694.1345951299 5712332.080963098)",footway,,0,,14.948,,,False,74863703,,,,107876,884208372,,0,0,0.0,0.0,1,0.10825084014290688
4676,permissive,,"LINESTRING (697779.7754125858 5711894.356253532, 697782.1149348657 5711895.282605154, 697846.4716980825 5711916.321123231)",residential,,0,,70.01,30 mph,Ulster Place,False,27373341,,,,300501038,300501039,,0,0,0.0,0.0,0,0.0
4677,permissive,,"LINESTRING (697779.7754125858 5711894.356253532, 697781.7464703127 5711890.301951298, 697785.0947168464 5711887.448267474, 697788.850878495 5711883.931244304)",unclassified,,0,,14.029,30 mph,Brunswick Place,False,73925571,,,,300501038,200050,,0,0,0.0,0.0,0,0.0
4678,permissive,,"LINESTRING (697779.7754125858 5711894.356253532, 697777.4046799142 5711894.58674437, 697775.8736101734 5711895.55148822)",unclassified,,0,,4.179,30 mph,Brunswick Place,False,540224367,,,,300501038,5226743373,,0,0,0.0,0.0,0,0.0
4679,permissive,,"LINESTRING (697846.4716980825 5711916.321123231, 697804.6700988022 5712041.342519009)",unclassified,,0,,131.712,30 mph,Park Square West,False,4257223,,,,300501039,200056,,0,3,0.0,0.061895864242513476,0,0.0
4680,permissive,,"LINESTRING (697846.4716980825 5711916.321123231, 697846.9320749553 5711915.025126752, 697847.7275475851 5711912.795708831, 697848.6682426317 5711910.226764185, 697850.795867787 5711904.118582655)",unclassified,,0,,12.935,30 mph,Park Square West,False,4257223,,,,300501039,9790785,,0,0,0.0,0.0,0,0.0
4681,permissive,,"LINESTRING (697846.4716980825 5711916.321123231, 697782.1149348657 5711895.282605154, 697779.7754125858 5711894.356253532)",residential,,0,,70.01,30 mph,Ulster Place,False,27373341,,,,300501039,300501038,,0,0,0.0,0.0,0,0.0
4682,permissive,,"LINESTRING (698880.8131809568 5711986.309427858, 698870.4165734614 5712000.077103563)",service,,0,,17.226,,,False,681098587,,,,3691268157,362474922,,0,0,0.0,0.0,0,0.0
4683,,,"LINESTRING (698880.8131809568 5711986.309427858, 698882.6825309376 5711987.529656815, 698884.8717930762 5711988.740158563, 698886.0324645063 5711987.66099643, 698885.9175625265 5711985.808026556, 698886.1853919103 5711984.11482171)","['steps', 'footway']",,0,,9.872,,,False,"[365082579, 365082581]",,,,3691268157,1448854747,,0,0,0.0,0.0,0,0.0
4684,,,"LINESTRING (698880.8131809568 5711986.309427858, 698879.0521856491 5711985.160259733, 698878.3680415745 5711983.652438676, 698878.4338617257 5711981.9735844, 698880.8326604457 5711982.446232037, 698881.5040658785 5711980.735443624)","['steps', 'footway']",,0,,9.703,,,False,"[365082580, 365082581]",,,,3691268157,1448854743,,0,0,0.0,0.0,0,0.0
4685,permissive,,"LINESTRING (698880.8131809568 5711986.309427858, 698883.7803663099 5711982.383634991, 698892.4578594756 5711968.526308505, 698910.2985999307 5711942.244926322)",service,,0,,52.964,5 mph,Malet Place,False,"[55567825, 681098587, 4253295]",,,yes,3691268157,635759109,,0,0,0.0,0.0,0,0.0
4686,,,"LINESTRING (698846.9769686572 5712544.087964788, 698844.9913221778 5712542.473438745, 698851.02430892 5712534.748203881)",footway,,0,,12.34,,,False,681572624,,,,6382887692,6382887694,,1,0,0.09105007106008764,0.0,0,0.0
4687,,,"LINESTRING (698842.7019110746 5712530.713847468, 698845.0845585669 5712532.477561003, 698846.0011180254 5712531.244067018)",footway,,0,,4.491,,,False,681572625,,,,6382887696,6382887695,,1,0,0.1385051284740437,0.0,0,0.0
4688,,,"LINESTRING (698828.9178055293 5712514.517175559, 698827.420445613 5712513.734678994, 698850.2695662864 5712480.656548516)",footway,,0,,41.831,,,False,681572627,,,,6382887699,6382887701,,28,0,0.3049951740942337,0.0,0,0.0
4689,,,"LINESTRING (698850.2695662864 5712480.656548516, 698851.6013256002 5712481.58845347)",footway,,0,,1.621,,,False,328936390,,,,6382887701,3357569165,,0,0,0.0,0.0,0,0.0
4690,,,"LINESTRING (698850.2695662864 5712480.656548516, 698848.7146179922 5712479.571134253)",footway,,0,,1.892,,,False,328936390,,,,6382887701,6382887703,,0,0,0.0,0.0,0,0.0
4691,,,"LINESTRING (698850.2695662864 5712480.656548516, 698827.420445613 5712513.734678994, 698828.9178055293 5712514.517175559)",footway,,0,,41.831,,,False,681572627,,,,6382887701,6382887699,,28,0,0.3049951740942337,0.0,0,0.0
4692,,,"LINESTRING (698812.0892242403 5712512.020153635, 698842.1030487954 5712474.946874965)",footway,,0,,47.624,,,False,681572630,,,,6382887704,6382887705,,2,0,0.09625766313187194,0.0,0,0.0
4693,,,"LINESTRING (698070.0329479962 5712564.284977326, 698108.5982967429 5712563.998461257)",residential,,0,,38.441,20 mph,Nash Street,False,32263808,,,,300501141,300501142,,0,0,0.0,0.0,3,0.16315564947542752
4694,,,"LINESTRING (698070.0329479962 5712564.284977326, 698068.6765911656 5712578.91937572, 698066.648167052 5712597.246694993, 698063.3565388066 5712612.351142371, 698056.9397506402 5712630.117354903)",primary,,0,,67.435,20 mph,Albany Street,False,26785612,A4201,,,300501141,293802531,,0,12,0.0,0.1324691254069064,1,0.0709396289010101
4695,,,"LINESTRING (698070.0329479962 5712564.284977326, 698070.3096858109 5712561.28927274, 698071.5368394534 5712547.29567221)",primary,,0,,17.044,20 mph,Albany Street,False,26785612,A4201,,,300501141,2216565671,,0,0,0.0,0.0,2,0.16424990307356455
4696,,,"LINESTRING (698108.5982967429 5712563.998461257, 698070.0329479962 5712564.284977326)",residential,,0,,38.441,20 mph,Nash Street,False,32263808,,,,300501142,300501141,,0,0,0.0,0.0,3,0.16315564947542752
4697,,,"LINESTRING (698108.5982967429 5712563.998461257, 698111.8586727489 5712517.870047702)",residential,,0,,46.213,20 mph,Nash Street,False,32263808,,,,300501142,362575106,,0,16,0.0,0.16041524609270158,2,0.123264606274557
4698,,,"LINESTRING (698108.5982967429 5712563.998461257, 698139.8125452084 5712565.384847303)",footway,,0,,31.143,,,False,32263810,,,,300501142,362575131,,0,0,0.0,0.0,7,0.2591635598342844
4699,,,"LINESTRING (699231.9229976322 5711704.398406736, 699263.1454541697 5711727.828599082, 699273.2863092042 5711735.999416132)",service,,0,,51.935,,,False,4253232,,parking_aisle,,4715890869,25471043,,0,0,0.0,0.0,0,0.0
4700,,,"LINESTRING (699231.9229976322 5711704.398406736, 699225.1618108065 5711712.762802362, 699219.2000661446 5711708.553358877)",service,,0,,18.018,,,False,4253232,,parking_aisle,,4715890869,1724403861,,0,0,0.0,0.0,0,0.0
4701,,,"LINESTRING (699231.9229976322 5711704.398406736, 699234.864560659 5711700.605411286, 699207.2780174309 5711680.636520284, 699201.2282322373 5711676.367967612, 699190.0821798793 5711668.491904118, 699184.8775566267 5711664.813324566)","['service', 'footway']",,0,,66.123,,,False,"[478363073, 478363074, 478363075, 478363076]",,parking_aisle,building_passage,4715890869,4715890872,,2,0,0.08887998818551514,0.0,0,0.0
4702,,,"LINESTRING (699143.2993981426 5711646.444618667, 699144.7504883104 5711644.34131931)",residential,,0,,2.552,20 mph,Malet Street,False,2644766,,,,4715890870,107844,,0,0,0.0,0.0,0,0.0
4703,,,"LINESTRING (699143.2993981426 5711646.444618667, 699176.8819294604 5711675.779532532)",service,,0,,44.491,,,False,478363077,,parking_aisle,,4715890870,25471038,,0,0,0.0,0.0,0,0.0
4704,,,"LINESTRING (699143.2993981426 5711646.444618667, 699141.9728633692 5711648.029445685, 699092.6886098562 5711712.372745557, 699091.4964647189 5711714.07421139)",residential,,0,,85.06400000000001,20 mph,Malet Street,False,2644766,,,,4715890870,108017,,0,0,0.0,0.0,4,0.15624232425466295
4705,,,"LINESTRING (699150.7888974417 5711636.160020036, 699200.3942569629 5711571.106007749)",residential,,0,,81.685,20 mph,Malet Street,False,17513386,,,,4715890871,107843,,0,0,0.0,0.0,1,0.06790035698876669
4706,,,"LINESTRING (699150.7888974417 5711636.160020036, 699184.8775566267 5711664.813324566)",service,,0,,44.43,,,False,478363078,,parking_aisle,,4715890871,4715890872,,0,0,0.0,0.0,0,0.0
4707,,,"LINESTRING (699150.7888974417 5711636.160020036, 699146.1932873805 5711642.44926667, 699144.7504883104 5711644.34131931)",residential,,0,,10.154,20 mph,Malet Street,False,17513386,,,,4715890871,107844,,0,0,0.0,0.0,0,0.0
4708,,,"LINESTRING (699184.8775566267 5711664.813324566, 699150.7888974417 5711636.160020036)",service,,0,,44.43,,,False,478363078,,parking_aisle,,4715890872,4715890871,,0,0,0.0,0.0,0,0.0
4709,,,"LINESTRING (699184.8775566267 5711664.813324566, 699176.8819294604 5711675.779532532)",service,,0,,13.552,,,False,478363078,,parking_aisle,,4715890872,25471038,,0,0,0.0,0.0,0,0.0
4710,,,"LINESTRING (699184.8775566267 5711664.813324566, 699190.0821798793 5711668.491904118, 699201.2282322373 5711676.367967612, 699207.2780174309 5711680.636520284, 699234.864560659 5711700.605411286, 699231.9229976322 5711704.398406736)","['service', 'footway']",,0,,66.123,,,False,"[478363073, 478363074, 478363075, 478363076]",,parking_aisle,building_passage,4715890872,4715890869,,2,0,0.08887998818551514,0.0,0,0.0
4711,,,"LINESTRING (699076.9307585574 5711131.703124446, 699074.0195866697 5711130.998736151)",footway,,0,,2.986,,,False,567293408,,,yes,5461199037,5461199789,,4,0,0.3960971770145759,0.0,0,0.0
4712,,,"LINESTRING (699076.9307585574 5711131.703124446, 699079.4083975011 5711132.301422385)",footway,,0,,2.541,,,False,567293408,,,yes,5461199037,5461200030,,4,0,0.43318138044230303,0.0,0,0.0
4713,,,"LINESTRING (699076.9307585574 5711131.703124446, 699077.4950265547 5711129.008240315, 699077.9829469763 5711126.488526221)",footway,,0,,5.316,,,False,567293167,,,yes,5461199037,5461199045,,4,0,0.29717467465684577,0.0,0,0.0
4714,,,"LINESTRING (699094.5662049049 5711129.689172333, 699077.9829469763 5711126.488526221)",footway,,0,,16.835,,,False,567293164,,,yes,5461199046,5461199045,,3,0,0.16374605530545944,0.0,0,0.0
4715,,,"LINESTRING (699094.5662049049 5711129.689172333, 699100.6058125892 5711130.872657324, 699111.8772914759 5711133.285900572)",footway,,0,,17.625,,,False,"[567293164, 567293157]",,,yes,5461199046,5461199609,,2,0,0.1278425164673175,0.0,0,0.0
4716,,,"LINESTRING (699094.5662049049 5711129.689172333, 699095.4083883001 5711125.223539717, 699095.8621178257 5711124.283703574, 699096.5499129018 5711123.575758425, 699103.1802460341 5711120.32828803, 699103.6342834781 5711119.911825608, 699103.9357531461 5711119.311211157, 699105.2729515273 5711115.33268784)",footway,,0,,19.412000000000003,,,False,567293172,,,yes,5461199046,5461196616,,2,0,0.1239591532062384,0.0,0,0.0
4717,,,"LINESTRING (699077.9829469763 5711126.488526221, 699094.5662049049 5711129.689172333)",footway,,0,,16.835,,,False,567293164,,,yes,5461199045,5461199046,,3,0,0.16374605530545944,0.0,0,0.0
4718,,,"LINESTRING (699077.9829469763 5711126.488526221, 699077.4950265547 5711129.008240315, 699076.9307585574 5711131.703124446)",footway,,0,,5.316,,,False,567293167,,,yes,5461199045,5461199037,,4,0,0.29717467465684577,0.0,0,0.0
4719,,,"LINESTRING (699077.9829469763 5711126.488526221, 699078.1839349684 5711125.438554641, 699078.7458953313 5711123.333752985, 699079.2542868998 5711122.240165426, 699079.7942243987 5711121.582093779, 699080.4299270117 5711121.139350892, 699105.7922959974 5711110.241944633, 699106.4631231044 5711109.789447685, 699107.0399312655 5711109.077148708, 699107.4607247734 5711108.091479644, 699108.0634039298 5711106.188714339, 699109.2691996627 5711102.372065705, 699116.804257832 5711078.548592738, 699117.3435941999 5711076.843778739)","['steps', 'footway']",,0,,69.14000000000001,,,False,"[567293187, 567293150, 567293167]",6,,yes,5461199045,5461199025,,3,0,0.11099395272771416,0.0,0,0.0
4720,,,"LINESTRING (699600.709692448 5711061.370534005, 699625.9405482706 5711036.551191132)",tertiary,,0,,35.326,20 mph,Drury Lane,False,251334875,,,,13355224,25470776,,1,0,0.06566104602440066,0.0,1,0.08344602785021171
4721,,,"LINESTRING (699600.709692448 5711061.370534005, 699598.798317377 5711059.446870473, 699573.7288199665 5711034.241300617)",unclassified,,0,,38.183,20 mph,Betterton Street,False,4276391,,,,13355224,5404583131,,1,59,0.0643058609993931,0.2436013994956766,5,0.21125289837186614
4722,,,"LINESTRING (699600.709692448 5711061.370534005, 699596.0537304652 5711066.164916986, 699590.5577268327 5711071.650062872)",tertiary,,0,,14.421,20 mph,Drury Lane,False,251334875,,,,13355224,25470694,,2,59,0.136664078269889,0.3266364197487815,2,0.1736809748232573
